Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R014658,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Town of La Plata,11/01/22-10/31/23
R014343,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,City of Bowie,11/01/22-10/31/23
R014320,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Baltimore Orioles,11/01/22-10/31/23
R014375,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Delaware-Maryland Agribusiness Association,11/01/22-10/31/23
R017116,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Mechanical Contractors Association of Maryland, Inc.",09/08/23-10/31/23
R014653,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Software AG Government Solutions, Inc.",11/01/22-10/31/23
R014319,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,American Petroleum Institute,11/01/22-10/31/23
R014434,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Lifebridge Health, Inc.",11/01/22-10/31/23
R014421,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Kathe P Hospitality, Inc",11/01/22-10/31/23
R014417,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Johnson & Johnson,11/01/22-04/13/23
R019550,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",11/01/23-12/31/23
R019567,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Heritage Memorial Cemetery,11/01/23-01/18/24
R019541,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,ALS Association DC/MD/VA Chapter (ALSA),11/01/23-02/26/24
R019867,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Wonderful Company, The",11/01/23-01/14/24
R020261,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Farm Bureau,12/15/23-05/31/24
R019684,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,RV Industry Association,11/01/23-05/31/24
R019560,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Delaware-Maryland Agribusiness Association,11/01/23-07/31/24
R019769,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Sysco Corporation,11/01/23-07/31/24
R019569,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Historic St. Mary's City Commission Foundation,11/01/23-10/31/24
R019548,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Baltimore County Public Library Board of Trustees,11/01/23-10/31/24
R019613,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Manufacturers' Alliance of Maryland (MAM),11/01/23-10/31/24
R019562,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Domtar Corporation,11/01/23-10/31/24
R019554,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,City of Bowie,11/01/23-10/31/24
R019585,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Make-A-Wish Mid-Atlantic Inc.,11/01/23-10/31/24
R019555,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Clark Construction Group, LLC",11/01/23-10/31/24
R019690,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Strittmatter Companies, Inc.",11/01/23-10/31/24
R019653,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Hospital Association,11/01/23-10/31/24
R019771,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Town of La Plata,11/01/23-09/16/24
R021074,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Teach Coalition,02/06/24-10/31/24
R019552,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Choptank Electric Cooperative, Inc.",11/01/23-10/31/24
R019658,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Mid-Atlantic NATO,11/01/23-10/31/24
R019664,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Patriot Point LLC,11/01/23-10/31/24
R019565,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Equifax Inc.,11/01/23-10/31/24
R022258,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Amgen, Inc.",11/01/24-10/31/25
R022452,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland National Capital Park and Planning Commission,11/01/24-10/31/25
R022265,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Center for Hope, Inc.",11/01/24-10/31/25
R022459,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Patriot Point LLC,11/01/24-10/31/25
R022634,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Thread, Inc.",11/01/24-10/31/25
R022298,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Manufacturers' Alliance of Maryland (MAM),11/01/24-10/31/25
R022277,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Elevance Health, and its Affiliates",11/01/24-12/31/24
R012125,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Alliance of Boys & Girls Clubs,08/23/22-10/31/22
R016000,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Mechanical Contractors Association of Maryland, Inc.",01/15/23-05/14/23
R014659,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,University of Maryland Medical System,11/01/22-10/31/23
R014322,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"AstraZeneca Pharmaceuticals, LP",11/01/22-10/31/23
R016934,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Heritage Memorial Cemetery,08/21/23-10/31/23
R016005,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Francis Energy,01/12/23-10/31/23
R014397,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Equifax Inc.,11/01/22-10/31/23
R014657,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Sysco Corporation,11/01/22-10/31/23
R014344,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Clark Construction Group, LLC",11/01/22-10/31/23
R014340,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Choptank Electric Cooperative, Inc.",11/01/22-10/31/23
R014476,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Troopers Association,11/01/22-10/31/23
R014339,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Capital One,11/01/22-10/31/23
R014435,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Make-A-Wish Mid-Atlantic Inc.,11/01/22-10/31/23
R019661,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Out for Justice, Inc.",11/01/23-12/15/23
R019662,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Owner-Operator Independent Drivers Association,11/01/23-12/31/23
R019688,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Software AG Government Solutions, Inc.",11/01/23-05/31/24
R021437,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Out for Justice, Inc.",05/03/24-10/31/24
R021235,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"ALS Association, The",02/26/24-10/31/24
R019659,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland National Capital Park and Planning Commission,11/01/23-10/31/24
R022468,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Queen Anne's County,11/01/24-10/31/25
R022458,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Palo Alto Networks,11/01/24-10/31/25
R022454,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,National Board for Professional Teaching Standards,11/01/24-10/31/25
R022471,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,St. Mary's College of Maryland Foundation,11/01/24-10/31/25
R022299,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland-Delaware-DC Beverage Association,11/01/24-10/31/25
R022472,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Strittmatter Companies, Inc.",11/01/24-10/31/25
R022450,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Mechanical Contractors Association of Maryland, Inc.",11/01/24-10/31/25
R022278,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Center for History & Culture,11/01/24-10/31/25
R022295,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Lifebridge Health, Inc.",11/01/24-10/31/25
R025869,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,General Motors Company,02/28/25-10/31/25
R022449,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Brandywine IL-AL Investors, LLC",11/01/24-01/21/25
R025701,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Coalition of Maryland Golf Courses,02/11/25-04/15/25
R014409,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Historic St. Mary's City Commission Foundation,11/01/22-10/31/23
R014321,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Elevance Health, and its Affiliates",11/01/22-10/31/23
R014437,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Manufacturers' Alliance of Maryland (MAM),11/01/22-10/31/23
R014661,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"UMUC Ventures, Inc.",11/01/22-10/31/23
R014477,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Mid-Atlantic NATO,11/01/22-10/31/23
R014334,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Baltimore County Public Library Board of Trustees,11/01/22-10/31/23
R014472,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Hospital Association,11/01/22-10/31/23
R014652,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Service Coordination Inc.,11/01/22-10/31/23
R014418,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Johns Hopkins,11/01/22-10/31/23
R014646,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Nutanix,11/01/22-10/31/23
R019570,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Jacobs Project Management Co.,11/01/23-12/31/23
R019686,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"St. John Properties, Inc.",11/01/23-12/31/23
R019767,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Summit Ventures, LLC",11/01/23-12/31/23
R019665,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,PharmaCann Inc. (ForwardGro Inc.),11/01/23-05/12/24
R019656,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland National Electrical Contractors Association,11/01/23-10/31/24
R019689,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,St. Mary's College of Maryland Foundation,11/01/23-10/31/24
R021075,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Veterans Guardian,02/07/24-10/31/24
R019544,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,American Petroleum Institute,11/01/23-10/31/24
R019646,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Center for Urban Families,11/01/23-10/31/24
R019685,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Service Coordination Inc.,11/01/23-10/31/24
R019667,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Queen Anne's County,11/01/23-10/31/24
R019566,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Francis Energy,11/01/23-10/31/24
R019772,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,University of Maryland Medical System,11/01/23-10/31/24
R020761,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Center for Hope, Inc.",01/15/24-10/31/24
R021495,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,JDC Events,06/03/24-08/31/24
R022451,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Mid-Atlantic NATO,11/01/24-10/31/25
R022474,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Teach Coalition,11/01/24-10/31/25
R022290,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Francis Energy,11/01/24-10/31/25
R022275,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Deloitte Consulting, LLP",11/01/24-10/31/25
R022271,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Choptank Electric Cooperative, Inc.",11/01/24-10/31/25
R022302,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland National Electrical Contractors Association,11/01/24-10/31/25
R022457,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Out for Justice, Inc.",11/01/24-10/31/25
R022276,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Domtar Corporation,11/01/24-10/31/25
R022560,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Veterans Guardian,11/01/24-10/31/25
R022467,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,"Prince George's County, Maryland",11/01/24-10/31/25
R022303,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Maryland Recreational Vehicle Dealers Association,11/01/24-10/31/25
R022567,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Kennedy Krieger Institute,11/01/24-01/05/25
R025706,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,West North Avenue Development Authority,02/11/25-10/31/25
R022293,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,Johns Hopkins,11/01/24-10/31/25
R025682,"Ifekauche, Delora Sanchez",Cornerstone Government Affairs,EZ Scripts,02/07/25-04/08/25
R025893,"Ifrah, Jeff ",NEXUS ONE CONSULTING LLC,"Social and Promotional Games Association, The (“SPGA”)",03/06/25-10/31/25
R003380,Intelligent Transportation Society of Maryland,"Parrish, Liz ",Intelligent Transportation Society of Maryland,03/11/20-03/11/20
R016449,Intelligent Transportation Society of Maryland,"VanDillen, Diederick ",Intelligent Transportation Society of Maryland,02/22/23-10/31/23
R021220,Intelligent Transportation Society of Maryland,"VanDillen, Diederick ",Intelligent Transportation Society of Maryland,03/20/24-03/20/24
R025911,Intelligent Transportation Society of Maryland,"VanDillen, Diederick ",Intelligent Transportation Society of Maryland,03/03/25-10/31/25
R020535,"Isaac, Hunter ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,01/02/24-04/30/24
R025285,"Jabin, Amanda Drew",Maryland Association of Community Colleges,Maryland Association of Community Colleges,01/09/25-10/31/25
R016832,"Jabin, Amanda Drew",MD Bankers,Maryland Bankers Association,11/01/22-10/31/23
R007883,"Jabin, Amanda Drew",Maryland Bankers Association,Maryland Bankers Association,07/14/21-10/31/21
R016833,"Jabin, Amanda Drew",MD Bankers,Maryland Bankers Association,11/01/21-10/31/22
R021061,"Jabin, Amanda Drew",Maryland Association of Community Colleges,Maryland Association of Community Colleges,01/29/24-10/31/24
R017365,"Jabin, Amanda Drew",MD Bankers,Maryland Bankers Association,11/01/23-01/26/24
R003420,"Jackson, Marcus ",Maryland Building Industry Association,Maryland Building Industry Association,01/27/20-05/01/20
R005506,"Jackson, Marcus ",Associated Builders and Contractors of Metro Washington,Associated Builders & Contractors,11/01/20-10/31/21
R016113,"Jackson, Marcus ",Associated Builders and Contractors of Metro Washington,Associated Builders & Contractors,01/18/23-10/31/23
R025030,"Jackson, Samira A",Manis Canning & Associates,"Maryland Beer Wholesalers Association, Inc.",12/13/24-10/31/25
R025610,"Jackson, Samira A",Manis Canning & Associates,Maryland Chiefs of Police Association,01/31/25-10/31/25
R025609,"Jackson, Samira A",Manis Canning & Associates,Boys & Girls Clubs of America,01/31/25-10/31/25
R011539,"Jackson, Marcus ",Associated Builders and Contractors of Metro Washington,Associated Builders & Contractors,01/20/22-10/31/22
R025166,"Jackson, Sarah ","Form Energy, Inc.","Form Energy, Inc.",01/02/25-10/31/25
R025611,"Jackson, Samira A",Manis Canning & Associates,Maryland Sheriffs' Association,01/31/25-10/31/25
R025282,"Jackson, Marcus ",Associated Builders and Contractors of Metro Washington,Associated Builders & Contractors,01/08/25-10/31/25
R025867,"Jackson, Samira A",Manis Canning & Associates,Empower,02/28/25-10/31/25
R020879,"Jackson, Marcus ",Associated Builders and Contractors of Metro Washington,Associated Builders & Contractors,01/22/24-10/31/24
R025702,"Jackson, Samira A",Manis Canning & Associates,Maryland National Capital Park and Planning Commission,02/11/25-10/31/25
R006967,"Jackson, Gregory Neal, Jr.",Tides Advocacy,Tides Advocacy,12/24/20-10/31/21
R025464,"Jackson, Samira A",Manis Canning & Associates,Electronic Payments Coalition,01/21/25-10/31/25
R006479,"Jacobs, Donna L.",University of Maryland Medical System,University of Maryland Medical System,11/20/20-10/31/21
R002401,"Jacobs, Donna L.",University of Maryland Medical System,University of Maryland Medical System,11/01/19-10/31/20
R025184,"Jacobsen, Kendall ",Everytown For Gun Safety Action Fund,Everytown for Gun Safety Action Fund,01/09/25-10/31/25
R003284,"Jacobson, Jonas A",Perry White Ross & Jacobson,Beatty Development Group LLC,01/13/20-10/31/20
R003287,"Jacobson, Jonas A",Perry White Ross & Jacobson,"Penn Station Partners, LLC",02/17/20-10/31/20
R007503,"Jacobson, Jonas A",Perry White Ross & Jacobson,Envirotest Systems Holdings Corp.,02/17/21-10/31/21
R003892,"Jacobson, Jonas A",Perry White Ross & Jacobson,"Redwood Capital Investments, LLC",11/01/19-10/31/20
R004810,"Jacobson, Jonas A",Perry White Ross & Jacobson,Konterra Realty,11/01/20-10/31/21
R004811,"Jacobson, Jonas A",Perry White Ross & Jacobson,LKQ Corporation,11/01/20-10/31/21
R005055,"Jacobson, Jonas A",Perry White Ross & Jacobson,Greenberg Gibbons,11/01/20-10/31/21
R005120,"Jacobson, Jonas A",Perry White Ross & Jacobson,Maryland Affordable Housing Coalition,11/01/20-10/31/21
R005127,"Jacobson, Jonas A",Perry White Ross & Jacobson,McCormack Baron Salazar Inc.,11/01/20-10/31/21
R005131,"Jacobson, Jonas A",Perry White Ross & Jacobson,Preston Scheffenacker Properties,11/01/20-10/31/21
R005133,"Jacobson, Jonas A",Perry White Ross & Jacobson,Public Service Enterprise Group,11/01/20-10/31/21
R005134,"Jacobson, Jonas A",Perry White Ross & Jacobson,Recovery Centers of America,11/01/20-10/31/21
R005143,"Jacobson, Jonas A",Perry White Ross & Jacobson,Stewart Companies,11/01/20-10/31/21
R005295,"Jacobson, Jonas A",Perry White Ross & Jacobson,Lennar,11/01/20-10/31/21
R004956,"Jacobson, Jonas A",Perry White Ross & Jacobson,Anheuser-Busch Companies,11/01/20-10/31/21
R004975,"Jacobson, Jonas A",Perry White Ross & Jacobson,Calvin Cafritz Enterprises,11/01/20-10/31/21
R004995,"Jacobson, Jonas A",Perry White Ross & Jacobson,Concentra,11/01/20-10/31/21
R001977,"Jacobson, Jonas A",Perry White Ross & Jacobson,Ribera Development,11/01/19-10/31/20
